Text,translated_text
"Postulates Of Special Theory Of Relativity এল স্বীকার্যগুলো মাথায় ঢুকছে না :(( পুরাই ""মাথা নষ্ট ম্যান"" টাইপের জিনিস :(									
","Postulates Of Special Theory Of Relativity L's admissions don't come to mind :(( Total ""lost man"" type stuff :("
"Frnd list এর কিছু close পোলাপাইন এর তাদের so called gf নিয়ে hunkypunky দেখলে অসহ্য লাগে.. . . Feeling irritated ;-> ;->									
",It's unbearable to see some close polpines of frnd list hunkypunky with their so called gf.. . . Feeling irritated ;-> ;->
"মেয়েদের রাগ কম, ছেলেদের রাগ বেশি...যার রাগ বেশি তাঁর ভালবাসা ও বেশি...তাই তারা কষ্ট পায় ও বেশি....... : (									
","Girls have less anger, boys have more anger...Whoever has more anger has more love...so they suffer more....... :("
"সবকিছুর-ই একটি নির্দিষ্ট সীমা আছে কিন্তু ভালোবাসার মানুষকে মিস্ করার সময় যে কষ্ট হয় তার কোন সীমা থাকে না....:(									
",Everything has a certain limit but the pain of missing a loved one has no limit.... :(
"খুব কাছের কাউকে ভুলে যাওয়ার কোন সংক্ষিপ্ত পথ নেই। প্রতিদিন তাকে মনে পড়তে থাকবে এবং স্মৃতিগুলো কষ্ট দিতে থাকবে।									
",There is no shortcut to forgetting someone very close. Every day he will be reminded and the memories will continue to hurt him.
"আমার মনটা খুব খারাপ । একটা post দিলাম কিন্তু কেউ like দিল না .........									
",I feel very bad. I posted a post but no one liked it.
"প্রকৃতিতে মানুষ বড়ই অসহায় প্রাণী...! নিয়তিকে মেনে নেওয়া ছাড়া, মানুষের আর কিছুই করার থাকে না..!! :( #XX									
","Humans are very helpless animals in nature...! Apart from accepting destiny, people have nothing else to do..!! :( #XX"
"বাহিরে বৃষ্টি হচ্ছে| বৃষ্টিতে ভিজতে ইচ্ছে করচ্ছে খুব| কিন্তু, ভয় হচ্ছে যদি ঠান্ডা লেগে যায়| তাই ভয় নিয়ে আর ভিজা হলনা| :-( :-( :-(									
","It's raining outside I want to get wet in the rain But, I am afraid if I catch a cold So don't get wet with fear :-( :-( :-("
"তুমি যদি কাউকে কষ্ট দিতে না পারো তাহলে মনে রেখ তোমাকেই তার জন্য এক দিন কষ্ট পেতে হবে । :(									
","If you can't hurt someone, remember that you will suffer for him one day. :("
"খুবই অশান্তিতে আছি..... :( মন মেজাজ পুরাই খারাপ....									
",I'm very disturbed... :( My mood is very bad....
"চাওয়া গুলো আমার আজ অদ্ভুত এলোমেলো……… বাস্তবতার নেই যে ছোয়া, অকেজো এক ঝাপসা বোধ :(									
","My desires are strangely random today.... That touch of reality, a fuzzy feeling of uselessness :("
"নাহিদ রে দেইখে হিংসা হইতেছে। ৭ টা টিচারের কাছে প্রাইভেট পড়তেছে :(									
",Nahid Ray is jealous. 7 is studying privately with a teacher :(
"কিউবির মডেম রিটার্ন করতে গেলাম, মাগার আফসোস ডঙ্গল হবার কারনে আমারটা নিলো না :( কিউবির মায়রে বাপ কি ডিসকো কি ডিসকো >:(									
","I went to return QB's modem, sorry Ma'a didn't take mine because of the dongle :( QB's mother bap ki disco ki disco >:("
"মাথা ব্যাথা... :(									
",headache... :(
"অনেক দিন পর গ্রামে আসলাম এসে এখন পুরনো বন্ধুদের কাউকে খুঁজে পাচ্ছি না, সবাই ছিটাবিটা হয়ে গেছে ..:(									
","After many days Aslam came to the village and now I can't find any of my old friends, everyone is scattered.. :("
":( নাইজেরিয়ায় বোকো হারামের হামলায় ২৮ শিক্ষার্থী নিহত নাইজেরিয়ার উত্তর-পূর্বের ইয়োবো প্রদেশের একটি কলেজে... http://fb.me/L3yVBKs0									
",:( Boko Haram attack in Nigeria kills 28 students at a college in Yobo state in northeastern Nigeria... http://fb.me/L3yVBKs0
"কাছের মানুষগুলো আজ খুব ব্যস্ত :/ কারও সময় নেই :(									
",People nearby are very busy today :/ no one has time :(
"নিজেই দেখি জ্বর বাধায়ে ফেললাম :(									
",I saw myself and stopped the fever :(
"অনেক কাজ থাকা সত্ব্যেও যখন ঘুমুতে ইচ্ছে করবে তখন বুঝতে হবে কাজে মন নেই :( আমি শেষ... মহা অলস হয়ে গিয়েছি।									
","Although there is a lot of work, when you want to sleep, you will realize that you are not in the mood for work :( I am finally... I have become very lazy."
"ফোনে টাকা নাই কি জালা :(									
",There is no money on the phone.
"কি একটা সমস্যা আমি কারোর কোন পষ্টয়ে লাইক কমেন্ট করতে পারছি না কেন????? :(									
",What is the problem why I can't like comment on anyone's post????? :(
"শুধু হ্যালো শব্দটা শুনতে উতলা হতে হয়না , একটু কথা না হলে , রাতে বা বিকেলে ঘুম ভেঙে বুকে কাপন উঠেনা :( :( :(									
","You don't have to be lazy to hear the word hello, if you don't talk a little, you don't wake up at night or in the afternoon and get a headache :( :( :("
"এই হইল বিলাই এর সার্ভিস ......... এমনিতে কানেক্ট হইতে ২ দিন লাগে তার উপর সাইট লোড হয়না !! বাল ...... >:( http://fb.me/4niCpEmLA									
",This is Bilai's service ......... It takes 2 days to connect and the site doesn't load!! Bal ...... >:( http://fb.me/4niCpEmLA
"সাইন্স চলবে সাইন্সের নিয়মে। ধর্মকে যদি এর মাধ্যমে প্রকাশ করতে চাওয়া হয় তবে তা চরম নির্বুদ্ধিতার পরিচায়ক হবে :(									
","Science will follow the rules of science. If religion is sought to be expressed through it, it would be a sign of extreme stupidity :("
"ধ্যাত !! — #feeling_sad.									
",Mind!! — #feeling_sad.
"জীবনে না বলা কথার পাল্লা ভারি সুখের চাইতে দুঃখই তাই বেশী :( :(									
",Unspoken words in life are more sad than happiness :( :(
"প্রেমে পড়ে যাওয়া খুব খারাপ জিনিস। টেনেও তোলা যায় না; টেনে তুলতে গেলেও উঠতে চায় না।									
",Falling in love is a very bad thing. Can't even be pulled; He doesn't want to get up even if he wants to pull up.
"হাসতে পারিনা কাঁদতেও পারিনা-বাঁচতে চাইনা মরতেও পারিনা- :(									
","I can't laugh, I can't cry - I don't want to live, I can't die - :("
"না পারলোনা রাতের ঘুম আমাকে হারাতে পারলো না কিন্তু সকালের ঘুম আমাকে ঠিকই হারতে বাধ্য করবে :(									
",No sleep at night can't lose me but morning sleep will make me lose it right :(
"একদিন তুমি বলেছিলে আমি এখন আর একা নই তুমি আমার সাথে আছো !! কিন্তু আজ তুমি নেই তোমার দেয়া কষ্টগুলো আমার সাথে আছে ... :(									
","One day you said I am not alone anymore you are with me !! But today you are not there, your troubles are with me... :("
"খুব পেইন এ আছি:-(:-(									
",I am in so much pain :-(:-(
"ছুটি দুই'টা বৃথাই গেলো :(									
",Both vacations went in vain :(
"সারাদিন বৃষ্টিতে ভিজে এখন অবস্থা সেইরাম ফিলিং মাথা ব্যাথা...:(									
",Wet in the rain all day and now the situation is like a filling headache...:(
